 Timestamp_formatted, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other.1, Other.2, Other.3, Other.4, Other.5, Other.6, Analog Channel 0, Analog Channel 1, Analog Channel 2, Other.7
 2023-06-24 15:08:28.020,-46548.75953,30775.5358,3476.523277,23812.74388,19664.126,-63501.9989,11894.9502,-55455.48266,-0.016,0.096,-0.992,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:08:28.020,-46377.61222,29783.2748,2458.267207,22875.87051,18658.09633,-62479.58541,10900.23052,-54840.04972,-0.016,0.096,-0.992,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:08:28.020,-46546.5467,28763.2753,1453.757459,21835.10623,17650.09971,-61904.83265,9898.112404,-54475.69394,-0.016,0.096,-0.992,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:08:28.020,-46781.44119,29173.07218,1891.337561,22174.85275,18073.48646,-62551.26745,10327.2659,-54850.77856,-0.016,0.096,-0.992,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:08:28.020,-46766.04083,30345.22001,3070.414432,23322.16779,19248.27179,-63514.89586,11502.11829,-55441.9375,-0.016,0.096,-0.992,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:08:28.020,-46500.09978,30774.30645,3480.814812,23796.02478,19661.98023,-63510.78314,11911.71401,-55463.19401,-0.016,0.096,-0.992,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:08:28.020,-46320.27999,29823.5303,2511.687876,22913.75672,18696.72015,-62491.76711,10947.10212,-54850.33153,-0.016,0.092,-0.992,192,255,128,2,224,225,0,0,0,0,0
 2023-06-24 15:08:28.020,-46482.86658,28798.07696,1495.66698,21884.39183,17688.03062,-61897.8142,9933.763437,-54473.41406,-0.016,0.092,-0.992,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:08:28.020,-46732.37911,29107.82744,1829.043249,22138.08413,18022.59153,-62542.32675,10265.46332,-54849.54922,-0.016,0.092,-0.992,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:08:28.020,-46730.21099,30266.81009,2998.687684,23265.8414,19184.14464,-63514.62764,11420.95911,-55447.48073,-0.016,0.092,-0.992,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:08:28.020,-46467.30977,30724.66322,3438.301794,23756.12691,19626.19509,-63529.49155,11864.03774,-55478.30379,-0.016,0.092,-0.992,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:08:28.020,-46280.80681,29803.54784,2492.085396,22887.98516,18684.96313,-62516.6446,10933.4005,-54867.49767,-0.016,0.092,-0.992,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:08:28.021,-46430.31763,28803.82136,1502.931297,21873.61829,17696.27842,-61894.43909,9949.9461,-54471.60357,-0.016,0.092,-0.992,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:08:28.021,-46674.89042,29111.44842,1833.647708,22133.7926,18022.01039,-62518.76801,10273.91228,-54833.27715,-0.016,0.092,-0.992,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:08:28.021,-46683.20527,30224.85587,2954.095954,23220.66852,19135.93193,-63503.2506,11375.13803,-55438.51768,-0.016,0.092,-0.992,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:08:28.021,-46419.85702,30727.81482,3439.240568,23760.4855,19627.04445,-63537.62758,11865.4906,-55481.38833,-0.016,0.092,-0.992,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:08:28.021,-46237.82441,29767.2486,2455.070907,22863.73351,18654.85533,-62543.77962,10890.28399,-54884.95438,-0.014,0.096,-0.99,192,255,144,3,0,225,16,0,0,0,0
 2023-06-24 15:08:28.021,-46388.38576,28738.2637,1437.507741,21820.75641,17636.55456,-61905.97259,9873.413726,-54480.9466,-0.014,0.096,-0.99,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:08:28.021,-46632.01977,29075.99855,1794.599211,22094.7888,17986.49347,-62509.33558,10235.44493,-54831.19843,-0.014,0.096,-0.99,192,0,0,0,0,0,0,0,0,0,0
