 Timestamp_formatted, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other.1, Other.2, Other.3, Other.4, Other.5, Other.6, Analog Channel 0, Analog Channel 1, Analog Channel 2, Other.7
 2023-06-24 15:09:28.085,-37034.76185,29181.29762,2055.622882,21739.08314,17916.73367,-64147.45023,9554.946071,-57739.22744,-0.024,0.092,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:09:28.085,-37208.03257,28240.49035,1126.282051,20790.76568,16987.5493,-63585.54972,8633.227185,-57386.22634,-0.024,0.092,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:09:28.085,-37439.39548,28490.18168,1402.661372,20998.18987,17259.90531,-64179.05559,8907.013703,-57720.1614,-0.024,0.092,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:09:28.085,-37417.2449,29574.50951,2495.751082,22064.77041,18356.07956,-65082.11077,9987.87701,-58264.6946,-0.024,0.092,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:09:28.085,-37170.86162,30046.77952,2950.8326,22567.14822,18820.50411,-65091.94554,10458.6271,-58294.66829,-0.024,0.092,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:09:28.085,-37024.23418,29217.06041,2101.46631,21786.87117,17972.34481,-64164.92929,9609.774901,-57751.25268,-0.024,0.092,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:09:28.085,-37195.33678,28272.6098,1168.057462,20833.56927,17036.52198,-63584.76741,8680.702291,-57387.07571,-0.024,0.092,-0.988,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:09:28.085,-37428.30901,28531.57711,1450.985843,21046.04495,17313.12481,-64160.45894,8968.883332,-57711.93596,-0.022,0.096,-0.994,192,255,80,3,0,224,240,0,0,0,0
 2023-06-24 15:09:28.525,-37413.71333,29594.08964,2518.102827,22078.33792,18376.66552,-65070.91255,10039.64365,-58263.42055,-0.022,0.096,-0.994,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:09:28.525,-37167.66532,30062.89513,2966.098841,22598.41831,18837.02205,-65100.55096,10485.47154,-58304.32425,-0.022,0.096,-0.994,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:09:28.525,-37014.75704,29225.88935,2107.523633,21815.28024,17982.76073,-64183.74946,9623.901203,-57765.73661,-0.022,0.096,-0.994,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:09:28.525,-37175.46608,28294.69333,1188.911639,20867.56627,17058.38198,-63581.79463,8708.23964,-57384.77348,-0.022,0.096,-0.994,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:09:28.525,-37405.46553,28568.32338,1486.592172,21090.30141,17344.19374,-64140.14121,9002.656818,-57695.57449,-0.022,0.096,-0.994,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:09:28.526,-37407.09721,29554.28118,2476.238009,22054.57801,18334.30896,-65069.92907,9973.549542,-58257.72086,-0.022,0.096,-0.994,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:09:28.526,-37164.60313,30031.11095,2935.141675,22560.5321,18800.70046,-65119.21467,10437.46,-58310.24746,-0.022,0.096,-0.994,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:09:28.526,-37001.10012,29259.52873,2142.146485,21840.76123,18011.9521,-64202.56963,9645.492988,-57770.16226,-0.022,0.096,-0.994,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:09:28.526,-37156.57886,28308.61846,1198.701703,20876.28345,17062.38294,-63582.24166,8699.075425,-57380.25843,-0.022,0.096,-0.994,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:09:28.526,-37393.10502,28507.75015,1417.301764,21016.40654,17276.35619,-64132.63102,8927.130273,-57688.69015,-0.018,0.1,-0.99,192,255,112,3,32,225,16,0,0,0,0
 2023-06-24 15:09:28.526,-37391.09336,29555.73404,2474.919257,22036.98719,18331.85027,-65058.35087,9979.405699,-58245.91914,-0.018,0.1,-0.99,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:09:28.526,-37147.43699,30075.16623,2977.118251,22582.3474,18832.26113,-65121.29338,10473.22279,-58307.14057,-0.018,0.1,-0.99,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:09:28.526,-36986.68325,29281.00875,2157.07745,21835.9556,18019.93168,-64215.57834,9662.525018,-57776.04077,-0.018,0.1,-0.99,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:09:28.526,-37136.39523,28347.5105,1232.117561,20898.92577,17098.50336,-63573.88211,8742.303698,-57373.19528,-0.018,0.1,-0.99,192,0,0,0,0,0,0,0,0,0,0
 2023-06-24 15:09:28.526,-37370.82033,28574.76068,1481.093643,21088.49091,17344.17139,-64103.23848,8978.159306,-57668.1936,-0.018,0.1,-0.99,192,0,0,0,0,0,0,0,0,0,0
