Time_stamp,open,close
 2023-06-24 15:08:58.277,1,0
 2023-06-24 15:08:58.277,1,0
 2023-06-24 15:08:58.277,1,0
 2023-06-24 15:08:58.277,1,0
 2023-06-24 15:08:58.277,1,0
 2023-06-24 15:08:58.277,1,0
 2023-06-24 15:08:58.277,1,0
 2023-06-24 15:08:58.277,1,0
 2023-06-24 15:08:58.277,1,0
 2023-06-24 15:08:58.277,1,0
 2023-06-24 15:08:58.277,1,0
 2023-06-24 15:08:58.277,1,0
 2023-06-24 15:08:58.277,1,0
 2023-06-24 15:08:58.277,1,0
 2023-06-24 15:08:58.277,1,0
 2023-06-24 15:08:58.277,1,0
 2023-06-24 15:08:58.277,1,0
 2023-06-24 15:08:58.277,1,0
 2023-06-24 15:08:58.277,1,0
 2023-06-24 15:08:58.277,1,0
 2023-06-24 15:08:58.277,1,0
 2023-06-24 15:08:58.277,1,0
 2023-06-24 15:08:58.277,1,0
 2023-06-24 15:08:58.277,1,0
 2023-06-24 15:08:58.277,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.278,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.279,1,0
 2023-06-24 15:08:58.280,1,0
 2023-06-24 15:08:58.280,1,0
 2023-06-24 15:08:58.280,1,0
 2023-06-24 15:08:58.280,1,0
 2023-06-24 15:08:58.280,1,0
 2023-06-24 15:08:58.280,1,0
 2023-06-24 15:08:58.280,1,0
 2023-06-24 15:08:58.280,1,0
 2023-06-24 15:08:58.280,1,0
 2023-06-24 15:08:58.280,1,0
 2023-06-24 15:08:58.757,1,0
 2023-06-24 15:08:58.757,1,0
 2023-06-24 15:08:58.757,1,0
 2023-06-24 15:08:58.757,1,0
 2023-06-24 15:08:58.757,1,0
 2023-06-24 15:08:58.757,1,0
 2023-06-24 15:08:58.757,1,0
 2023-06-24 15:08:58.757,1,0
 2023-06-24 15:08:58.757,1,0
 2023-06-24 15:08:58.757,1,0
 2023-06-24 15:08:58.757,1,0
 2023-06-24 15:08:58.757,1,0
 2023-06-24 15:08:58.757,1,0
